order_month;customer_state;product_category_name_english;order_numbers;order_value;average_price;avg_number_product_per_order
2017-04;SP;"toys ";31;3522,41;94,7281818181818;1
2017-04;SP;unknown;20;3746,03;131,3668;1
2017-04;SP;"watches_gifts ";37;9716,14;212,62976744186;1
2017-04;TO;"computers_accessories ";2;284,89;75,9966666666667;1
2017-04;TO;"cool_stuff ";1;56,78;39;1
2017-04;TO;"furniture_decor ";1;468,8;345;1
2017-04;TO;"health_beauty ";2;754,32;354,995;1
2017-04;TO;"housewares ";2;461,37;204,74;1
2017-04;TO;"luggage_accessories ";1;347,89;259,9;1
2017-04;TO;"pet_shop ";1;108,83;89,5;1
2017-04;TO;"sports_leisure ";1;983,39;859;1
2017-04;TO;"toys ";1;181,86;69,99;2
2017-04;TO;unknown;1;52,78;35;1
2017-04;TO;"watches_gifts ";1;113,56;39;2
2017-05;AC;"computers_accessories ";1;861,26;809,1;1
2017-05;AC;"electronics ";1;70,38;45;1
2017-05;AC;"furniture_decor ";1;218,95;179,9;1
2017-05;AC;"health_beauty ";1;55,28;12,9;1
2017-05;AC;"telephony ";1;43,34;18,99;1
2017-05;AC;unknown;2;127,34;33,45;1
2017-05;AC;"watches_gifts ";1;995,18;961,6;1
2017-05;AL;"auto ";2;1396,11;649,9;1
2017-05;AL;"baby ";1;114,26;79,9;1
2017-05;AL;"bed_bath_table ";2;293,35;112,4;1
2017-05;AL;"computers_accessories ";4;607,84;94,238;1
2017-05;AL;"fashion_bags_accessories ";1;144,47;109,9;1
2017-05;AL;"fixed_telephony ";1;60,79;39,99;1
2017-05;AL;"furniture_decor ";2;776,37;344,35;1
2017-05;AL;"furniture_living_room ";2;782,43;329,9;1
2017-05;AL;"health_beauty ";6;856,63;115,28;1
2017-05;AL;"housewares ";1;37,79;16,99;1
2017-05;AL;"perfumery ";1;91,19;56,99;1
2017-05;AL;"sports_leisure ";1;134,2;99,7;1
2017-05;AL;"telephony ";1;95,31;73,99;1
2017-05;AL;"watches_gifts ";2;338,99;129,905;1
2017-05;AM;"cool_stuff ";2;392,01;164,495;1
2017-05;AM;"food ";1;187,91;149,9;1
2017-05;AM;"furniture_decor ";1;72,39;47,49;1
2017-05;AM;"garden_tools ";1;159,32;126,99;1
2017-05;AM;"stationery ";1;207,09;185;1
2017-05;AM;"telephony ";1;29,65;8,5;1
2017-05;AM;"watches_gifts ";2;273,31;112,95;1
2017-05;AP;"agro_industry_and_commerce ";1;657,61;589,99;1
2017-05;AP;"computers_accessories ";1;120,99;99,49;1
2017-05;AP;"electronics ";1;425,24;385;1
2017-05;AP;"health_beauty ";2;305;122,95;1
2017-05;BA;"audio ";1;117,93;98;1
2017-05;BA;"auto ";6;781,36;86,5214285714286;1
2017-05;BA;"baby ";1;191,5;168;1
2017-05;BA;"bed_bath_table ";8;1056,37;97,4755555555556;1
2017-05;BA;"computers_accessories ";11;3215,36;207,186428571429;1
2017-05;BA;"cool_stuff ";7;976,39;103,22875;1
2017-05;BA;"electronics ";8;1168,16;119,11875;1
2017-05;BA;"fashion_bags_accessories ";4;301;43,138;1
2017-05;BA;"furniture_decor ";4;330,78;60,625;1
2017-05;BA;"garden_tools ";6;1244,94;127,81125;1
2017-05;BA;"health_beauty ";12;2555,95;141,839333333333;1
2017-05;BA;"home_appliances ";2;207,21;86;1
2017-05;BA;"home_confort ";1;110,98;89,9;1
2017-05;BA;"housewares ";6;424,84;53,0933333333333;1
2017-05;BA;"luggage_accessories ";2;680,98;259,9;1
2017-05;BA;"market_place ";1;83,69;62,8;1
2017-05;BA;"office_furniture ";2;292,64;121,49;1
2017-05;BA;"perfumery ";3;453,22;133,323333333333;1
2017-05;BA;"pet_shop ";2;273,78;96,165;1
2017-05;BA;"signaling_and_security ";1;40,1;5,95;1
2017-05;BA;"sports_leisure ";12;1728,66;60,5661904761905;1
2017-05;BA;"stationery ";1;63,82;45,9;1
2017-05;BA;"tablets_printing_image ";1;116,13;99;1
2017-05;BA;"telephony ";9;625,81;34,9041666666667;1
2017-05;BA;"toys ";7;1071,84;118,057142857143;1
2017-05;BA;unknown;4;623,73;128,625;1
2017-05;BA;"watches_gifts ";4;1558,87;290,2;1
2017-05;CE;"auto ";1;50,25;24,87;1
2017-05;CE;"baby ";2;235,48;92,165;1
2017-05;CE;"bed_bath_table ";1;67,53;49,9;1
2017-05;CE;"computers_accessories ";5;2504,86;462,864;1
2017-05;CE;"construction_tools_construction ";1;149,4;99,99;1
2017-05;CE;"cool_stuff ";7;1457,28;144,58375;1
2017-05;CE;"costruction_tools_garden ";1;138,06;53,9;2
2017-05;CE;"fashion_bags_accessories ";1;103,91;74,99;1
2017-05;CE;"furniture_decor ";4;685,66;141,675;1
2017-05;CE;"garden_tools ";3;516,33;143,783333333333;1
2017-05;CE;"health_beauty ";6;1878,87;263,993333333333;1
2017-05;CE;"luggage_accessories ";1;131,47;109,9;1
2017-05;CE;"market_place ";1;370,6;322,75;1
2017-05;CE;"office_furniture ";3;773,7;188,99;1
2017-05;CE;"pet_shop ";3;370,56;92,93;1
2017-05;CE;"sports_leisure ";4;451,87;84,885;1
2017-05;CE;"stationery ";1;75,79;48,9;1
2017-05;CE;"telephony ";9;731,08;41,4018181818182;1
2017-05;CE;"toys ";3;464,56;128,26;1
2017-05;CE;unknown;1;154,07;124,8;1
2017-05;CE;"watches_gifts ";4;1317,34;309,885;1
2017-05;DF;"auto ";2;101,14;26,445;1
2017-05;DF;"baby ";1;66,6;50;1
2017-05;DF;"bed_bath_table ";6;548,27;62,57;1
2017-05;DF;"computers_accessories ";5;1282,13;238,356;1
2017-05;DF;"cool_stuff ";3;343,12;94,56;1
2017-05;DF;"fashion_bags_accessories ";1;64;49,9;1
2017-05;DF;"fashion_sport ";1;39,09;24,99;1
2017-05;DF;"food_drink ";1;109,42;95;1
2017-05;DF;"furniture_decor ";4;410,79;49,2083333333333;1
2017-05;DF;"garden_tools ";1;32;16,9;1
2017-05;DF;"health_beauty ";2;242,53;65,2933333333333;1
2017-05;DF;"housewares ";4;265,55;49,285;1
2017-05;DF;"office_furniture ";2;423,92;173,475;1
2017-05;DF;"perfumery ";7;1042,48;133,81;1
2017-05;DF;"pet_shop ";1;70,48;46,9;1
2017-05;DF;"small_appliances ";1;186,57;129;1
2017-05;DF;"sports_leisure ";9;1037,63;98,4577777777778;1
2017-05;DF;"stationery ";3;711,95;219,9;1
2017-05;DF;"telephony ";1;455,31;434,99;1
2017-05;DF;"toys ";6;710,42;86,5228571428571;1
2017-05;DF;unknown;1;34,89;16;1
2017-05;DF;"watches_gifts ";3;1071,48;333,296666666667;1
2017-05;ES;"auto ";6;1043,99;125,641428571429;1
2017-05;ES;"baby ";3;249,55;66,3;1
2017-05;ES;"bed_bath_table ";5;544,1;92,268;1
2017-05;ES;"books_technical ";1;40,55;24,9;1
2017-05;ES;"computers_accessories ";9;1687,71;168,883333333333;1
2017-05;ES;"consoles_games ";1;171,57;135,3;1
2017-05;ES;"cool_stuff ";2;521,88;239,495;1
2017-05;ES;"electronics ";3;630,83;169,616666666667;1
2017-05;ES;"fashion_bags_accessories ";2;197,92;34,425;2
2017-05;ES;"fashion_shoes ";1;379,84;349;1
2017-05;ES;"fixed_telephony ";1;47;32,9;1
2017-05;ES;"furniture_decor ";7;961,88;78,6611111111111;1
2017-05;ES;"furniture_living_room ";1;298,32;103,97;2
2017-05;ES;"garden_tools ";5;494,71;64,1466666666667;1
2017-05;ES;"health_beauty ";5;1474,21;155,47375;1
2017-05;ES;"home_confort ";4;724,38;163,945;1
2017-05;ES;"housewares ";4;370,36;57,938;1
2017-05;ES;"musical_instruments ";3;273,48;52,45;1
2017-05;ES;"perfumery ";3;298,91;84,6266666666667;1
2017-05;ES;"signaling_and_security ";1;633,88;214;2
2017-05;ES;"sports_leisure ";6;869,57;105,084285714286;1
2017-05;ES;"tablets_printing_image ";1;912,79;889,99;1
2017-05;ES;"telephony ";10;507,42;35,235;1
2017-05;ES;"toys ";4;473,24;96,445;1
2017-05;ES;unknown;1;49,1;35;1
2017-05;ES;"watches_gifts ";4;1757,41;419,2475;1
2017-05;GO;"air_conditioning ";3;492,06;100,7475;1
2017-05;GO;"auto ";4;906,77;74,98125;2
2017-05;GO;"bed_bath_table ";5;723,01;127,92;1
2017-05;GO;"computers_accessories ";6;1466,32;220,983333333333;1
2017-05;GO;"consoles_games ";1;54,79;39;1
2017-05;GO;"cool_stuff ";4;671,84;147,22;1
2017-05;GO;"dvds_blu_ray ";1;28,01;19,9;1
2017-05;GO;"fashio_female_clothing ";1;166,71;149,9;1
2017-05;GO;"fashion_bags_accessories ";4;282,84;54,6975;1
2017-05;GO;"fashion_shoes ";1;369,6;349,9;1
2017-05;GO;"fashion_underwear_beach ";1;208,09;192;1
2017-05;GO;"fixed_telephony ";1;210,02;189,99;1
2017-05;GO;"furniture_decor ";3;426,48;123,086666666667;1
2017-05;GO;"furniture_living_room ";2;319,08;121,935;1
2017-05;GO;"garden_tools ";7;2039,71;250,927142857143;1
2017-05;GO;"health_beauty ";5;792,29;115,808333333333;1
2017-05;GO;"home_appliances ";1;48;32,9;1
2017-05;GO;"home_confort ";1;291,72;269;1
2017-05;GO;"housewares ";5;510,79;69,115;1
2017-05;GO;"luggage_accessories ";3;574,02;143,233333333333;1
2017-05;GO;"office_furniture ";1;284,2;229,99;1
2017-05;GO;"perfumery ";3;1069,78;249,6975;1
2017-05;GO;"small_appliances ";1;122,96;103,99;1
2017-05;GO;"sports_leisure ";5;1272,55;171,316666666667;1
2017-05;GO;"stationery ";2;187,77;43,2333333333333;1
2017-05;GO;"telephony ";4;246,14;45,88;1
2017-05;GO;"toys ";1;72,71;54,9;1
2017-05;GO;unknown;4;3268,51;791,2475;1
2017-05;GO;"watches_gifts ";6;1921,59;299,121666666667;1
2017-05;MA;"audio ";1;124,33;89,9;1
2017-05;MA;"auto ";2;315,99;119,9;1
2017-05;MA;"baby ";2;179,54;61,95;1
2017-05;MA;"bed_bath_table ";2;420,6;167,4;1
2017-05;MA;"computers_accessories ";1;110,83;74,99;1
2017-05;MA;"cool_stuff ";1;156,15;119,99;1
2017-05;MA;"fashion_bags_accessories ";2;214,11;34,93;1
2017-05;MA;"furniture_decor ";2;185,48;53,49;1
2017-05;MA;"health_beauty ";2;420,25;184,9;1
2017-05;MA;"housewares ";1;128,18;90;1
2017-05;MA;"office_furniture ";1;187,91;149,9;1
2017-05;MA;"perfumery ";4;725,46;156,2225;1
2017-05;MA;"sports_leisure ";5;787,21;123,538;1
2017-05;MA;"telephony ";3;116,32;17,6233333333333;1
2017-05;MA;"toys ";2;327,2;139,945;1
2017-05;MA;unknown;2;105,53;29,945;1
2017-05;MG;"art ";1;138,36;119,9;1
2017-05;MG;"arts_and_craftmanship ";1;29,66;21,99;1
2017-05;MG;"audio ";3;513,88;155,966666666667;1
2017-05;MG;"auto ";10;2350,54;135,706666666667;1
2017-05;MG;"baby ";14;1736,13;104,643571428571;1
2017-05;MG;"bed_bath_table ";55;7517,86;108,535762711864;1
2017-05;MG;"books_general_interest ";1;136,59;119,5;1
2017-05;MG;"computers_accessories ";34;3866;81,0205;1
2017-05;MG;"consoles_games ";1;50,05;15,9;1
2017-05;MG;"cool_stuff ";32;5475,29;143,288181818182;1
2017-05;MG;"costruction_tools_garden ";2;361,46;83,2333333333333;1
2017-05;MG;"electronics ";8;562,19;46,5777777777778;1
2017-05;MG;"fashion_bags_accessories ";11;1043,68;65,8961538461539;1
2017-05;MG;"fashion_shoes ";2;92,38;29,9;1
2017-05;MG;"fashion_underwear_beach ";1;20;5,9;1
2017-05;MG;"food_drink ";1;42;27,9;1
2017-05;MG;"furniture_decor ";23;2342,38;70,6530769230769;1
2017-05;MG;"furniture_mattress_and_upholstery ";1;103,36;86,5;1
2017-05;MG;"garden_tools ";14;2295,01;117,461875;1
2017-05;MG;"health_beauty ";28;4747,86;137,360322580645;1
2017-05;MG;"home_appliances_2 ";1;492,46;439,9;1
2017-05;MG;"home_confort ";3;549,11;121,675;1
2017-05;MG;"home_construction ";1;53,53;27,9;1
2017-05;MG;"housewares ";34;3159;67,6013513513514;1
2017-05;MG;"kitchen_dining_laundry_garden_furniture ";1;42,18;19,9;1
2017-05;MG;"luggage_accessories ";10;2720,81;208,047272727273;1
2017-05;MG;"market_place ";2;261,98;110,45;1
2017-05;MG;"office_furniture ";4;824,72;164,74;1
2017-05;MG;"perfumery ";9;1728,84;141,395454545455;1
2017-05;MG;"pet_shop ";9;953,79;88,9855555555555;1
2017-05;MG;"small_appliances ";1;140,02;129,9;1
2017-05;MG;"sports_leisure ";34;5726,5;132,446315789474;1
2017-05;MG;"stationery ";7;674,71;80,9142857142857;1
2017-05;MG;"tablets_printing_image ";1;113,86;99;1
2017-05;MG;"telephony ";26;1369,36;34,0725;1
2017-05;MG;"toys ";26;2726,78;88,235;1
2017-05;MG;unknown;8;660,2;66,8225;1
2017-05;MG;"watches_gifts ";9;3413,07;360,876666666667;1
2017-05;MS;"baby ";1;96,9;79,9;1
2017-05;MS;"bed_bath_table ";2;412,6;164,15;1
2017-05;MS;"computers_accessories ";3;909,98;164,996;1
2017-05;MS;"cool_stuff ";3;500,88;149,99;1
2017-05;MS;"furniture_decor ";1;273,88;229,9;1
2017-05;MS;"health_beauty ";2;70,09;19,945;1
2017-05;MS;"home_appliances ";3;153,33;35;1
2017-05;MS;"housewares ";4;643;141,325;1
2017-05;MS;"perfumery ";1;356,12;339;1
2017-05;MS;"sports_leisure ";1;78,91;59,9;1
2017-05;MS;"stationery ";1;106,87;89;1
2017-05;MS;"telephony ";2;85,7;27,75;1
2017-05;MS;"toys ";1;150,39;131,9;1
2017-05;MS;unknown;2;119,95;44,4;1
2017-05;MT;"auto ";2;942,49;439,45;1
2017-05;MT;"baby ";4;444,19;72,738;1
2017-05;MT;"bed_bath_table ";6;803,31;115,478333333333;1
2017-05;MT;"computers_accessories ";2;107,06;31,9;1
2017-05;MT;"cool_stuff ";5;1375,97;196,463333333333;1
2017-05;MT;"furniture_decor ";1;69,12;45,9;1
2017-05;MT;"health_beauty ";4;878,07;201,43;1
2017-05;MT;"home_appliances ";1;152,39;135;1
2017-05;MT;"home_confort ";1;199,49;179;1
2017-05;MT;"office_furniture ";1;145,3;112,99;1
2017-05;MT;"perfumery ";3;384,61;105,596666666667;1
2017-05;MT;"small_appliances ";2;1790,44;847;1
2017-05;MT;"sports_leisure ";1;92,32;69,9;1
2017-05;MT;"stationery ";1;94,59;69,9;1
2017-05;MT;"telephony ";3;128,35;24,6566666666667;1
2017-05;MT;"toys ";1;72,87;49,9;1
2017-05;PA;"art ";1;107,35;69,9;1
2017-05;PA;"auto ";1;47,33;29,7;1
2017-05;PA;"bed_bath_table ";5;530,15;76,5;1
2017-05;PA;"computers_accessories ";4;608,19;108,7425;1
2017-05;PA;"cool_stuff ";1;244,71;217,9;1
2017-05;PA;"fashion_bags_accessories ";2;504,8;219,45;1
2017-05;PA;"fashion_shoes ";1;129;99,9;1
2017-05;PA;"fashion_underwear_beach ";1;79,71;62;1
2017-05;PA;"housewares ";1;73,62;47,99;1
2017-05;PA;"luggage_accessories ";1;138,94;102,9;1
2017-05;PA;"market_place ";1;39,62;21,99;1
2017-05;PA;"musical_instruments ";2;710,84;295,405;1
2017-05;PA;"perfumery ";3;335,71;88,93;1
2017-05;PA;"pet_shop ";1;349,87;249,9;1
2017-05;PA;"sports_leisure ";1;95,67;69,9;1
2017-05;PA;"telephony ";4;184,69;22,74;1
2017-05;PA;"toys ";2;160,02;54,35;1
2017-05;PA;"watches_gifts ";3;2230,48;706,143333333333;1
2017-05;PB;"agro_industry_and_commerce ";1;81,21;59,99;1
2017-05;PB;"auto ";1;113,08;75;1
2017-05;PB;"books_general_interest ";1;62,19;34,99;1
2017-05;PB;"computers_accessories ";1;62,28;19,9;1
2017-05;PB;"cool_stuff ";2;432,38;119,99;1
2017-05;PB;"costruction_tools_garden ";1;624,59;599,9;1
2017-05;PB;"fashion_bags_accessories ";1;125,94;89,99;1
2017-05;PB;"furniture_decor ";1;60,78;38,5;1
2017-05;PB;"health_beauty ";3;521,62;141,663333333333;1
2017-05;PB;"home_appliances ";1;263,95;220;1
2017-05;PB;"perfumery ";1;105,04;79,99;1
2017-05;PB;"sports_leisure ";1;185,62;155;1
2017-05;PB;"telephony ";2;145,13;17,33;1
2017-05;PB;"watches_gifts ";1;714,62;689;1
2017-05;PE;"auto ";1;144,26;117,3;1
2017-05;PE;"baby ";2;219,05;80;1
2017-05;PE;"bed_bath_table ";7;945,97;105,328571428571;1
2017-05;PE;"books_general_interest ";1;163,32;124,9;1
2017-05;PE;"computers_accessories ";7;1115,57;128,691428571429;1
2017-05;PE;"consoles_games ";1;59,8;39;1
2017-05;PE;"cool_stuff ";4;881,5;192,345;1
2017-05;PE;"electronics ";1;47,63;22;1
2017-05;PE;"fashion_bags_accessories ";1;54,63;29;1
2017-05;PE;"furniture_decor ";1;223,14;49;3
2017-05;PE;"furniture_living_room ";1;297,16;269,99;1
2017-05;PE;"garden_tools ";1;88,72;59,9;1
2017-05;PE;"health_beauty ";9;3668,59;296,887;1
2017-05;PE;"home_confort ";1;115,81;89,9;1
2017-05;PE;"housewares ";5;240,21;20,59;1
2017-05;PE;"musical_instruments ";1;1944,86;1899,12;1
2017-05;PE;"perfumery ";3;274,81;57,2966666666667;1
2017-05;PE;"pet_shop ";1;105,04;79,99;1
2017-05;PE;"sports_leisure ";7;760,78;82,2285714285714;1
2017-05;PE;"stationery ";2;235,92;79,45;1
2017-05;PE;"telephony ";4;235,9;26,594;1
2017-05;PE;"toys ";5;793,74;129,84;1
2017-05;PE;unknown;2;320,62;53,425;2
2017-05;PI;"auto ";4;1830,97;216,871428571429;1
2017-05;PI;"baby ";1;822,51;799,99;1
2017-05;PI;"books_general_interest ";1;159,39;133,9;1
2017-05;PI;"computers_accessories ";1;65,28;39,9;1
2017-05;PI;"cool_stuff ";3;936,31;276,326666666667;1
2017-05;PI;"drinks ";1;112,95;90;1
2017-05;PI;"furniture_decor ";1;86,58;50,9;1
2017-05;PI;"furniture_living_room ";1;174,08;139,9;1
2017-05;PI;"garden_tools ";2;579,89;259,8;1
2017-05;PI;"health_beauty ";2;504,15;223,95;1
2017-05;PI;"home_appliances ";1;57,74;32,9;1
2017-05;PI;"perfumery ";1;165,37;139,9;1
2017-05;PI;"pet_shop ";1;155,15;119;1
2017-05;PI;"telephony ";3;185,74;21,1125;1
2017-05;PI;"toys ";2;450,86;198,695;1
2017-05;PI;"watches_gifts ";1;656,72;629,99;1
2017-05;PR;"agro_industry_and_commerce ";1;957,15;869,97;1
2017-05;PR;"art ";1;50,98;36,9;1
2017-05;PR;"audio ";2;253,51;109,495;1
2017-05;PR;"auto ";5;591,65;98,56;1
2017-05;PR;"baby ";9;1111,33;104,376666666667;1
2017-05;PR;"bed_bath_table ";15;1763,65;70,9778947368421;1
2017-05;PR;"books_general_interest ";2;214,36;91,9;1
2017-05;PR;"computers_accessories ";16;4211,22;173,518636363636;1
2017-05;PR;"consoles_games ";1;507,17;489;1
2017-05;PR;"cool_stuff ";15;2198,15;119,13875;1
2017-05;PR;"electronics ";5;547,13;90,978;1
2017-05;PR;"fashion_bags_accessories ";6;395,04;44,67;1
2017-05;PR;"fashion_shoes ";3;129,25;32,5666666666667;1
2017-05;PR;"fashion_sport ";1;65;49,9;1
2017-05;PR;"fashion_underwear_beach ";1;20,42;5,9;1
2017-05;PR;"food_drink ";3;169,41;18,898;1
2017-05;PR;"furniture_decor ";17;1758,43;59,9895652173913;1
2017-05;PR;"garden_tools ";10;1521,2;95,5538461538462;1
2017-05;PR;"health_beauty ";15;5489,23;347,824666666667;1
2017-05;PR;"home_confort ";2;471,96;211,95;1
2017-05;PR;"housewares ";16;2089,67;90,1047368421053;1
2017-05;PR;"luggage_accessories ";4;512,47;103,15;1
2017-05;PR;"perfumery ";6;697,01;97,1266666666667;1
2017-05;PR;"pet_shop ";7;635,47;54,1511111111111;1
2017-05;PR;"small_appliances ";2;688,15;329,95;1
2017-05;PR;"sports_leisure ";18;4331,84;200,1405;1
2017-05;PR;"stationery ";3;366,18;105,633333333333;1
2017-05;PR;"telephony ";7;377,53;39,2014285714286;1
2017-05;PR;"toys ";8;1225,12;136,0825;1
2017-05;PR;unknown;9;1252,5;107,347;1
2017-05;PR;"watches_gifts ";6;1709,92;197,13375;1
2017-05;RJ;"air_conditioning ";1;184,99;161,99;1
2017-05;RJ;"art ";1;84,49;48,65;1
2017-05;RJ;"audio ";1;95,31;79;1
2017-05;RJ;"auto ";9;2421,15;198,359090909091;1
2017-05;RJ;"baby ";16;1812,03;77,7405263157895;1
2017-05;RJ;"bed_bath_table ";38;4562,54;91,3176190476191;1
2017-05;RJ;"books_general_interest ";3;437,3;131,6;1
2017-05;RJ;"cine_photo ";1;91,71;59;1
2017-05;RJ;"computers_accessories ";36;7449,99;145,207391304348;1
2017-05;RJ;"consoles_games ";4;278,69;41,314;1
2017-05;RJ;"cool_stuff ";25;4902,69;166,732692307692;1
2017-05;RJ;"costruction_tools_garden ";1;35,04;19,94;1
2017-05;RJ;"dvds_blu_ray ";2;85,06;24,9;1
2017-05;RJ;"electronics ";7;812,36;62,464;1
2017-05;RJ;"fashio_female_clothing ";1;70,03;54,9;1
2017-05;RJ;"fashion_bags_accessories ";9;1178,35;116,376666666667;1
2017-05;RJ;"fashion_childrens_clothes ";1;124,52;110;1
2017-05;RJ;"fixed_telephony ";2;76,46;17,745;1
2017-05;RJ;"food_drink ";1;46,44;38,5;1
2017-05;RJ;"furniture_bedroom ";2;586,1;157,66;1
2017-05;RJ;"furniture_decor ";28;3379,97;71,5348648648649;1
2017-05;RJ;"furniture_living_room ";7;1154,46;106,83125;1
2017-05;RJ;"furniture_mattress_and_upholstery ";1;482,69;399,99;1
2017-05;RJ;"garden_tools ";18;3849,63;177,182105263158;1
2017-05;RJ;"health_beauty ";30;10105,85;287,864848484848;1
2017-05;RJ;"home_appliances ";3;133,32;28,6666666666667;1
2017-05;RJ;"home_confort ";3;593,62;179,63;1
2017-05;RJ;"housewares ";41;4188,33;67,6814285714286;1
2017-05;RJ;"kitchen_dining_laundry_garden_furniture ";3;811,09;230,6;1
2017-05;RJ;"luggage_accessories ";6;1127,92;158,733333333333;1
2017-05;RJ;"market_place ";5;684,42;99,115;1
2017-05;RJ;"musical_instruments ";6;3469,13;471,055714285714;1
2017-05;RJ;"office_furniture ";7;1657,08;152,007777777778;1
2017-05;RJ;"perfumery ";15;2451,12;138,164375;1
2017-05;RJ;"pet_shop ";11;882,65;52,5761538461539;1
2017-05;RJ;"small_appliances ";4;1262,62;225,154;1
2017-05;RJ;"sports_leisure ";33;6040,66;117,259318181818;1
2017-05;RJ;"stationery ";8;854,76;78,8333333333333;1
2017-05;RJ;"tablets_printing_image ";1;144,79;129,99;1
2017-05;RJ;"telephony ";20;1465,68;58,921;1
2017-05;RJ;"toys ";36;6383,49;154,917567567568;1
2017-05;RJ;unknown;22;3275,1;98,5235714285714;1
2017-05;RJ;"watches_gifts ";19;5726,82;285,017368421053;1
2017-05;RN;"auto ";2;382,36;154,495;1
2017-05;RN;"baby ";1;275,48;240;1
2017-05;RN;"bed_bath_table ";1;119,2;34,76;2
2017-05;RN;"computers_accessories ";1;80,57;44,9;1
2017-05;RN;"cool_stuff ";1;269,15;229,99;1
2017-05;RN;"garden_tools ";3;1475,15;341,9;1
2017-05;RN;"health_beauty ";2;1252,68;448,45;1
2017-05;RN;"housewares ";1;92,3;25;2
2017-05;RN;"pet_shop ";1;155,15;119;1
2017-05;RN;"sports_leisure ";1;106,85;59,9;1
2017-05;RN;"watches_gifts ";3;1373,98;432,253333333333;1
2017-05;RO;"auto ";1;120,39;85,99;1
2017-05;RO;"bed_bath_table ";1;161,23;117,99;1
2017-05;RO;"health_beauty ";1;129,22;104;1
2017-05;RO;"luggage_accessories ";1;92,28;49,9;1
2017-05;RO;"sports_leisure ";1;142,43;99,7;1
2017-05;RO;"telephony ";3;183,33;31,2933333333333;1
2017-05;RR;"cool_stuff ";1;100,01;69,99;1
2017-05;RR;"health_beauty ";1;217,96;81,56;2
2017-05;RS;"audio ";2;199,58;84,45;1
2017-05;RS;"auto ";2;207,02;84,295;1
2017-05;RS;"baby ";6;398,71;42,0642857142857;1
2017-05;RS;"bed_bath_table ";20;2593,26;99,1590909090909;1
2017-05;RS;"books_general_interest ";1;60,56;45;1
2017-05;RS;"computers_accessories ";13;1501,78;88,5007142857143;1
2017-05;RS;"consoles_games ";1;162,3;65;2
2017-05;RS;"cool_stuff ";21;2751,38;113,482380952381;1
2017-05;RS;"costruction_tools_garden ";1;647,4;599,9;1
2017-05;RS;"electronics ";3;306,82;62,975;1
2017-05;RS;"fashion_bags_accessories ";3;1017,06;322,963333333333;1
2017-05;RS;"fashion_male_clothing ";1;421,33;193,55;2
2017-05;RS;"fashion_shoes ";1;44;29,9;1
2017-05;RS;"furniture_decor ";12;1595,23;89,4485714285714;1
2017-05;RS;"furniture_living_room ";3;604,99;114,675;1
2017-05;RS;"garden_tools ";8;1764,08;191,29375;1
2017-05;RS;"health_beauty ";11;2402,38;181,391666666667;1
2017-05;RS;"home_appliances ";3;283,96;78,6333333333333;1
2017-05;RS;"home_confort ";1;80;24,9;2
2017-05;RS;"home_construction ";1;141,63;125;1
2017-05;RS;"housewares ";14;1322,04;51,7868421052632;1
2017-05;RS;"la_cuisine ";1;232,19;193;1
2017-05;RS;"luggage_accessories ";3;431,01;107,566666666667;1
2017-05;RS;"market_place ";2;160,15;62,445;1
2017-05;RS;"musical_instruments ";3;1348,41;433,216666666667;1
2017-05;RS;"office_furniture ";3;493,32;132,656666666667;1
2017-05;RS;"perfumery ";6;1127,46;124,92375;1
2017-05;RS;"pet_shop ";6;3493,43;462,768571428571;1
2017-05;RS;"signaling_and_security ";1;101,96;74,9;1
2017-05;RS;"sports_leisure ";10;1362,58;97,0325;1
2017-05;RS;"stationery ";7;804,15;83,3125;1
2017-05;RS;"telephony ";13;616,73;29,2764285714286;1
2017-05;RS;"toys ";13;1538,55;97,2761538461539;1
2017-05;RS;unknown;4;321,35;64,4475;1
2017-05;RS;"watches_gifts ";8;2480,76;259,087777777778;1
2017-05;SC;"art ";2;245,89;94,9;1
2017-05;SC;"audio ";1;104,28;89,9;1
2017-05;SC;"auto ";1;51,1;37;1
2017-05;SC;"baby ";1;128,02;110;1
2017-05;SC;"bed_bath_table ";11;1333,79;93,5533333333333;1
2017-05;SC;"books_general_interest ";3;385,34;80,645;1
2017-05;SC;"computers_accessories ";8;4589,26;365,555;1
2017-05;SC;"consoles_games ";1;25,78;8,99;1
2017-05;SC;"cool_stuff ";14;2130,53;133,536428571429;1
2017-05;SC;"electronics ";2;123,22;46,4;1
2017-05;SC;"fashion_bags_accessories ";8;729,76;75,43625;1
2017-05;SC;"fashion_shoes ";1;45;29,9;1
2017-05;SC;"fashion_sport ";1;75,39;49,95;1
2017-05;SC;"furniture_decor ";13;1874,09;87,5441176470588;1
2017-05;SC;"garden_tools ";5;742,98;128,378;1
2017-05;SC;"health_beauty ";7;547,51;61,4985714285714;1
2017-05;SC;"home_appliances_2 ";1;1757,41;1697;1
2017-05;SC;"home_confort ";2;532,57;244,45;1
2017-05;SC;"housewares ";16;1713,23;79,5;1
2017-05;SC;"luggage_accessories ";5;1750,5;306,5;1
2017-05;SC;"market_place ";1;206,99;189,9;1
2017-05;SC;"office_furniture ";1;843,66;124,99;6
2017-05;SC;"perfumery ";5;826,17;147,878;1
2017-05;SC;"pet_shop ";6;449,76;59,45;1
2017-05;SC;"sports_leisure ";13;3007,76;171,246;1
2017-05;SC;"stationery ";5;446,02;73,78;1
2017-05;SC;"telephony ";6;367,04;39,39;1
