seller_id;seller_state;late_percentage;average_review_score;total_orders;total_revenue
e59e489e2ea74bd409b798b5daf49de3;PR;0.000000000000;2;3;581,76
e5c84227854980f1db19a58958c551d9;PR;0.000000000000;4;4;141,64
e88c9b79e592e370d6bd852eeefbf057;PR;0.000000000000;4;8;393,98
e8b3a3a38279a82f0e5d006d5e5b7d2c;PR;4.301075268817;3;87;15132,44
e9874ae10b2d60d43917b6bbfa13a599;PR;0.000000000000;5;1;222,1
e9bc59e7b60fc3063eb2290deda4cced;PR;12.267657992565;3;216;39031,56
ebd1417732defaf66c50b5a800eb293e;PR;0.000000000000;5;1;325,33
ed859002ad59dbf8cf3602696a6c3000;PR;0.000000000000;4;2;789,49
eddd1991bd6d9309995a480c39b95137;PR;0.000000000000;2;3;998,41
ede2977fbaf3738583170735ca403f6c;PR;0.000000000000;5;1;327,25
f08c008c8a8d31417763738a1788a2a8;PR;13.636363636363;3;21;1666,98
f114dca2828bf718548db175ebe2cfcd;PR;0.000000000000;1;1;152,99
f1fd5ab1181f827ffad998c1a5de7d74;PR;0.000000000000;4;15;7877,96
f266295f49a28eee21f413e0cbb0521d;PR;0.000000000000;4;2;177,94
f3511c85f59f8dec53d140501ee8e7a8;PR;0.000000000000;5;1;78,01
f435898e493ba0356019a0b1cb8b55b1;PR;0.000000000000;4;10;880,68
f457c46070d02cadd8a68551231220dd;PR;6.250000000000;3;197;23399,34
f4c4daa86e30c7e5a553a8d518ac03a5;PR;5.000000000000;3;20;6671,2
f67efa3f0b6761102a7f8c6b7b571f5d;PR;0.000000000000;4;29;5700,55
f7720c4fa8e3aba4546301ab80ea1f1b;PR;3.797468354430;4;60;3465,98
f805b96fa705ba7995a221f1749dc141;PR;0.000000000000;4;7;2986,87
f90f77ef2799a27f80d90c425ca944f7;PR;0.000000000000;5;1;89,46
fb89df7f89fd1b8f03fa2acca1ba7364;PR;8.000000000000;3;22;2687,43
fc4751cfe3b279c419615b9b00c1abb4;PR;0.000000000000;5;1;471,05
fde0cc9ea29c8ccfc0a2c22256a58c71;PR;2.857142857142;4;35;4921,27
fe8055980a4ff7f64ed889c2b5926929;PR;0.000000000000;4;3;249,98
ff1e15b778c700abdd4d239b81ac466d;PR;0.000000000000;4;7;529,16
ffa6adafb71b807dc13159e26431354c;PR;0.000000000000;3;18;3206,98
ffcfefa19b08742c5d315f2791395ee5;PR;0.000000000000;1;1;79,52
ffdd9f82b9a447f6f8d4b91554cc7dd3;PR;0.000000000000;4;18;2828,66
001e6ad469a905060d959994f1b41e4f;RJ;0.000000000000;1;1;267,94
02a2272692e13558373c66db98f05e2e;RJ;0.000000000000;3;2;93,85
04aba03279157f6d4e0fe8ccaf21963c;RJ;6.250000000000;4;16;2922,33
056b4ada5bbc2c50cc7842547dda6b51;RJ;9.230769230769;4;64;13489,6
058cb5aeb36d7c0fcae20fc85d5e0a59;RJ;7.692307692307;3;12;2107,42
0747d5bb69f0586cc869d8af4c50f93e;RJ;7.692307692307;3;12;452,12
0ad80de75c811326389cfb1daba7d45e;RJ;0.000000000000;5;5;1167,19
0bfd0b434243adc5c2e1aa6baf19c6aa;RJ;0.000000000000;3;6;436,99
1099a00e0ee3a50935e6c2447ca090c5;RJ;33.333333333333;3;3;910,83
117cfc326c6d50da67ca858ff5c0c852;RJ;0.000000000000;4;5;536,08
120476eb7a04c149d14772edaf5d9bf2;RJ;0.000000000000;3;4;2519,63
1352e06ae67b410cdae0b2a22361167b;RJ;66.666666666666;2;3;489,66
1464afc72f696af775557a821c2e253f;RJ;3.333333333333;4;29;1513,78
15aec03fe4cf30dfa574cf550f5ff5ff;RJ;0.000000000000;1;1;39,86
1caf283236cd69af44cbc09a0a1e7d32;RJ;10.810810810810;4;33;1530,25
1d2732ef8321502ee8488e8bed1ab8cd;RJ;20.000000000000;3;4;1228,18
1fe5540d7c1c37a595fefbacd5570d9e;RJ;4.000000000000;4;20;5118,75
240b9776d844d37535668549a396af32;RJ;5.555555555555;4;36;14452,65
249f0e9905a6e06ad6c6bea7547ab9f6;RJ;0.000000000000;3;3;386,99
26f6b7ab07be3e9e69ce82a6552efc19;RJ;50.000000000000;3;2;80,75
2aa3443d7bf9d9bb11133f420d75e083;RJ;20.000000000000;3;10;781,12
2bf6a2c1e71bbd29a4ad64e6d3c3629f;RJ;9.677419354838;4;30;51629,49
2d22fc3089eb907b29ebff50581fb472;RJ;0.000000000000;3;3;377,39
2fb25ab44bdbeae6a4d816e0d0c9d500;RJ;0.000000000000;4;5;761,29
30c7f28fd3a5897b2c82d152bb760c17;RJ;33.333333333333;1;6;2381,05
32e5635e63cb374eb63afdd242fb6134;RJ;0.000000000000;5;1;927,82
33ab10be054370c254ddfcf0a6253422;RJ;0.000000000000;5;4;265,53
373ee4a3a775a733770ca3f790b8b9ac;RJ;8.695652173913;4;13;2482,29
382229d1e840115ffe3dbf5ff460e417;RJ;10.204081632653;4;46;4966,62
3c03b12bab54d8b37d79d914bfdb1aa0;RJ;16.666666666666;3;36;4731,73
3d5d0dc7073a299e31fa718ce1bc00b6;RJ;12.500000000000;4;23;1178,13
3e8bd881d92466e63ba9e3e809cd3c50;RJ;33.333333333333;4;8;2175,6
3f9c56764fabca627406093dcb3ef0b4;RJ;0.000000000000;4;7;1014,95
4003520d80d0bad1d5623f7aa3c63cda;RJ;0.000000000000;1;1;86,74
4342d4b2ba6b161468c63a7e7cfce593;RJ;5.263157894736;1;19;3024,13
455befea1bb853c75ccbca94cff26e5c;RJ;0.000000000000;3;1;42,05
466222e777149751370e7e98fb623b0c;RJ;0.000000000000;5;1;105,45
46dc3b2cc0980fb8ec44634e21d2718e;RJ;6.083650190114;4;506;135832,23
48fb026ed7455a42f5d3e9390ed5088e;RJ;0.000000000000;2;11;779,14
4a5b36211b1f51bf7eaa5c10a57fa483;RJ;0.000000000000;5;1;155,26
4c61e37f664c3c88aff092aa5ac779d7;RJ;16.666666666666;4;6;769,87
4e0d109ccfba9a1151c103049880c857;RJ;0.000000000000;3;2;347,73
512d298ac2a96d1931b6bd30aa21f61d;RJ;0.000000000000;4;11;7723,87
516e7738bd8f735ac19a010ee5450d8d;RJ;4.761904761904;4;76;8109,32
535bf14f36346c7f59d87cece104d70c;RJ;100.000000000000;4;1;57,77
537eb890efff034a88679788b647c564;RJ;5.747126436781;4;160;7230,94
54065e9aef7e9e9c2dc23b7594db021a;RJ;0.000000000000;3;14;8283,43
55dedd83e501d8248880557d9073cbfd;RJ;0.000000000000;4;8;1166,09
579891617139df7d8671d373f0669622;RJ;25.000000000000;4;8;408,5
5a32c398a06c345440bf2a683b017ad3;RJ;0.000000000000;3;2;102,97
5aaa890629f83706d8d9bfecd8377c1c;RJ;0.000000000000;1;1;66,82
5b35136197710e16ac5e7b7c2bd4ea85;RJ;33.333333333333;2;7;3350,29
5b664594895aefb418afaee6d40a9a23;RJ;0.000000000000;3;16;1235,18
5bffbafbb22daf6d3bfc216a46db8708;RJ;0.000000000000;4;21;5694,2
615c3462099ffa940d37b17dfda19594;RJ;0.000000000000;5;2;261,05
620c87c171fb2a6dd6e8bb4dec959fc6;RJ;9.461235216819;4;706;121805,26
634964b17796e64304cadf1ad3050fb7;RJ;9.538461538461;3;267;45289,45
63ffcb71394dd8ea3872ed9ffda17c74;RJ;5.882352941176;3;17;663,72
6750d71153f00fc58829af2a8ef1bcf1;RJ;0.000000000000;4;6;3731,88
68f86ba270525243e68ae74044f992b9;RJ;8.333333333333;4;11;1071,31
698f5fa55a5f73d0740e9d9a773e8093;RJ;0.000000000000;4;4;203,99
6aa3928696eab49a19a466e665a649fd;RJ;4.545454545454;4;18;2410,68
6b3bd31ad8fcda4b2635ec9f3ff2ecdf;RJ;9.302325581395;3;36;4955,92
6b536a23086fba0d58c08d68814397f6;RJ;8.695652173913;3;19;2437,97
6d04126aba80df143fd038e711b8fd96;RJ;100.000000000000;1;1;108,86
6e0908ef4d4efadbc3cc2b74ea477cb0;RJ;9.090909090909;4;8;750,28
6ebf4eceee4dd9847201c82e77ef8123;RJ;0.000000000000;5;1;82,03
6f229cc508fc6915ed5c499efd93baa4;RJ;14.285714285714;4;13;2988,68
70c27847eca8195c983ed7e798c56743;RJ;9.183673469387;4;77;13529,18
7586919161935337bf6b6d7ff5779648;RJ;11.111111111111;3;11;1994,93
77fccaae319668a8ab6cd0fd16aec48c;RJ;0.000000000000;4;11;1888,44
7901646fdd36a55f564ffaf2dbccaaf7;RJ;14.814814814814;4;22;12478,83
79b93a308a97792cf53ac75f46da00b5;RJ;0.000000000000;5;1;116,04
7a425d299613df3e613bcf9d2eaf5c49;RJ;5.555555555555;4;18;1505,47
7a91bf945c6fae0779f1c61ce97fe45c;RJ;20.000000000000;3;5;882,07
7c4adcc13272c0e26fa23aac642adb7b;RJ;50.000000000000;3;2;165,63
7fe21dd00d2f4943ae09525efa2fd674;RJ;0.000000000000;3;4;356,96
822166ed1e47908f7cfb49946d03c726;RJ;0.925925925925;3;68;5514,89
83b08de96980757220871b31bf6cffca;RJ;28.571428571428;4;5;1758,38
83e197e95a1bbabc8c75e883ed016c47;RJ;1.851851851851;4;46;7535,52
845e8036c3f7bf62099352f5ed910240;RJ;0.000000000000;3;21;2045,24
85cc55e048b6bcc90c75afe7f0e72f72;RJ;22.222222222222;4;9;501,76
863d2ebcd347ce4922de7a0f9a5581d6;RJ;15.789473684210;3;18;1691,17
89f69225956f951295ca4c7fb1266553;RJ;8.333333333333;4;11;1318,71
8b2492b7ff4468839593fafeed55bad9;RJ;11.111111111111;3;29;4336,26
8b9d6eec4a7eb7d0f9d579ce0b38324d;RJ;15.094339622641;4;49;5916,98
8def3db7f272735afb2ecd03aeca09a7;RJ;0.000000000000;5;2;229,64
8e8a7ce9f2f970dc00e2acf6f6e199f6;RJ;10.606060606060;4;64;10261,45
91f5779a8731baca4809fdeade81803f;RJ;0.000000000000;3;6;2117,09
9200e6ce317b67196b6b0bad4d4bd567;RJ;0.000000000000;3;1;51,42
9449f25aeaf531019b76999ea49a6949;RJ;20.000000000000;4;10;2225,84
95e03ca3d4146e4011985981aeb959b9;RJ;2.590673575129;3;173;14240,26
961dff0a659b4561334372337dd897d9;RJ;50.000000000000;3;4;10082,56
96e5dc09087bad639b4ee193104ec2e5;RJ;0.000000000000;4;2;154,44
97e4a63591ca439a2b8b7efd20e6e19e;RJ;0.000000000000;4;5;428,5
98f52e1020fe788c10c0418de4393fec;RJ;0.000000000000;4;1;36,7
9a208dee8f95cfdf00760c4d627828ec;RJ;0.000000000000;1;1;295,99
9b1585752613ec342d03bbab9997ec48;RJ;0.000000000000;3;3;4349,04
9c4d31c7e46ab03a43fc06e3142afd4e;RJ;0.000000000000;4;2;1262,72
9f56a7a649097b166d8ed286ad86a15c;RJ;0.000000000000;1;2;51,02
a0415d9b25ede3c4b1e477e9916ffc03;RJ;0.000000000000;3;10;4247,98
a13580f0e8f782b7a543885a0ef99f08;RJ;20.000000000000;4;10;1563,68
a2b911e9ad40dc7d61c142a4683e2d85;RJ;0.000000000000;5;1;120,3
a4bd6e9adf39b63f43dc545d3ca1f53d;RJ;0.000000000000;4;4;1960,97
a63bfbaa882c8f4542891b4e2246cc7f;RJ;14.285714285714;4;7;7036,19
a938325a4b357fd23a6a4d5bb126408e;RJ;4.000000000000;3;24;3791,81
a9b533a26e898b12e8b8d4c07279bf4d;RJ;0.000000000000;5;4;191,06
abe42c5d03695b4257b5c6cbf4e6784e;RJ;14.285714285714;3;49;17702,41
aded58c8142dedc5494a81f948431fab;RJ;0.000000000000;3;4;379,48
b026643914f651e8371425e5b8a1e780;RJ;0.000000000000;5;1;43
b1fc4f64df5a0e8b6913ab38803c57a9;RJ;11.764705882352;3;105;9976,30000000001
b2f4d63c7203f539a78252565ca32257;RJ;0.000000000000;5;1;35,74
b74d1c09cb380e1d03a6f859c6f4224b;RJ;15.384615384615;4;31;3053,2
b77a27b1864483e721dc831d5ba4afa0;RJ;0.000000000000;3;2;70,42
b8630e1121437d41cb08e3c749c2c2e2;RJ;16.666666666666;4;12;7334,1
b94cc9f10ddc85e4ba73a6f7974e7101;RJ;5.405405405405;4;37;25077,82
ba6b4a237f92479743cf0ca06b67a9ac;RJ;12.500000000000;4;8;913,71
bab0a8cd684e41ba6e2637dca0979d3b;RJ;0.000000000000;5;1;289,04
bb5d956dece964a06c12bceb66b923ae;RJ;0.000000000000;5;2;1328,5
bb7a14e229b1c95156719c3d9552eeee;RJ;9.090909090909;4;11;3519,45
bd4431c1a8dfa744b59e1e2a8bc99b9e;RJ;0.000000000000;4;7;1013,59
bfd938b22bc99bce1ae60dc602889f52;RJ;0.000000000000;3;6;1118,26
c026ef0d72e9132d9fa112308090c8dc;RJ;0.000000000000;4;1;557,72
c04d70d515d15a7e3db3a73320598566;RJ;0.000000000000;5;3;214,82
c092292535a57dacd95a8765f5518f87;RJ;0.000000000000;5;1;143,98
c18309219e789960add0b2255ca4b091;RJ;0.000000000000;5;1;24
c240c4061717ac1806ae6ee72be3533b;RJ;0.000000000000;4;1;73,89
c26a2be5b53b7db6b276280da212a779;RJ;0.000000000000;2;13;8288,85
c26ba52cf8d2f34915f2f6b7ffa0a3f3;RJ;0.000000000000;4;4;172,65
c35672b10ad50968f567ea3f4b91e877;RJ;4.545454545454;4;18;1515,35
c398bc00a606d33758afd91f4e64fd15;RJ;0.000000000000;4;2;165,5
c89cf7c468a48af70aada384e722f9e2;RJ;7.692307692307;4;13;912,74
c963a25b8671419c6ce9eebe8fd03218;RJ;0.000000000000;5;1;68,32
cb810bd318f51b3dc3c753944d61a1fa;RJ;0.000000000000;4;1;1789,02
cd2169d9f31ff6fbb9ca3373b0c9e354;RJ;0.000000000000;4;1;625,33
cd6efc47efaabf134f8bdb654e10b4f1;RJ;9.375000000000;4;31;4757,16
ce3ad9de960102d0677a81f5d0bb7b2d;RJ;0.000000000000;5;1;174,21
ceb7b4fb9401cd378de7886317ad1b47;RJ;0.000000000000;3;1;416,45
cf1313c6e2c01c2f4b014f97db4bcd2b;RJ;20.000000000000;5;5;397
d05ae8f7a5bd1d2a690a44cd079e4e27;RJ;8.750000000000;3;77;14407,23
d1e2fe627180431ffda076abb303c56f;RJ;0.000000000000;1;1;298,05
d354c38a7182125a748cb10474fe963b;RJ;5.263157894736;4;17;1841,53
d66c11a9572221d92fbb8c4897db5f9b;RJ;0.000000000000;4;16;1164,38
d79e8478eed9999493990b44955fb22e;RJ;0.000000000000;4;4;780,07
d7f1cfc638473be93baedbfd02208016;RJ;0.000000000000;5;1;47,14
da6a60cc8cc724fe51be021ff8be779c;RJ;0.000000000000;4;12;984,58
db46ca7bce82b11f7e247539271fc390;RJ;0.000000000000;4;16;1149,86
ddd51ae8cda92f3995a51fc0f0f3eec7;RJ;0.000000000000;4;8;1119,62
dde698c6d0bd24834c586e5111c2bba7;RJ;0.000000000000;5;1;175,09
de66a66f2dd06bb9ec37aa96987466a3;RJ;0.000000000000;4;6;411,92
e1dc0754bada9ee4cfe9713f22f61292;RJ;0.000000000000;3;12;1149,78
e45edf75f568ed2f93f78d060e246e25;RJ;14.285714285714;4;6;278,22
e58a5b390e28abc0b216cfb0e07d27d7;RJ;0.000000000000;4;7;1167,23
e59e575a175fadcadf8479e191770425;RJ;0.000000000000;5;1;250,88
e882b2a25a10b9c057cc49695f222c19;RJ;0.000000000000;4;57;55804,69
e9729944ba65dc3ce425e0c5a22ae7b2;RJ;25.000000000000;3;4;978,43
ec21206b7894c503788a684a7bc822a6;RJ;0.000000000000;2;3;296,41
edb1ef5e36e0c8cd84eb3c9b003e486d;RJ;7.428571428571;4;166;83189,6500000001
ef0ace09169ac090589d85746e3e036f;RJ;7.801418439716;4;129;18675,85
ef2fbc2b607d8492bcffe657a4645434;RJ;9.090909090909;3;20;1333,69
efb628aa07c8ca93d7db0d85b91a4f5a;RJ;100.000000000000;4;1;262,1
f1b854361f4e15d5851b494df66f22b2;RJ;0.000000000000;2;3;1475,24
f5fea3ffed6c2e889bab72705557c63a;RJ;33.333333333333;3;3;1328,18
f84a00e60c73a49e7e851c9bdca3a5bb;RJ;10.101010101010;3;90;7951,76
fad44952713764836814be105382aee5;RJ;3.125000000000;4;32;5636,88
fb3cfbc8a86f5d7fbb4d36b8df63f60d;RJ;0.000000000000;3;10;1225,06
fe701d88b67eaca109dffd464d1be9f9;RJ;9.090909090909;4;11;1787,94
fec6275253471ace26d209bbaa64cd0f;RJ;0.000000000000;4;9;3195,67
02d35243ea2e497335cd0f076b45675d;RN;37.500000000000;2;14;6399,95
392f7f2c797e4dc077e4311bde2ab8ce;RN;0.000000000000;5;2;88,56
41c2bad7229b0c25e6becf179ebf63ff;RN;0.000000000000;4;20;971,92
52562a9f449c3dc3d53f5f5b9ed74903;RN;0.000000000000;4;14;3710,64
eaaa46e98c9e61f6764dd1d7a2ab8b3e;RN;0.000000000000;5;1;125,64
3364a91ec4d56c98e44174de954b94f6;RO;0.000000000000;3;6;3853,85
a5259c149128e82c9d6d46e0c1c812bb;RO;0.000000000000;3;8;1621,13
04843805947f0fc584fc1969b6e50fe7;RS;100.000000000000;5;1;1474,76
04ee0ec01589969663ba5967c0e0bdc0;RS;0.000000000000;5;1;314,32
05ff92fedb5be47920fea08e501238b9;RS;4.761904761904;4;58;24380,83
062ce95fa2ad4dfaedfc79260130565f;RS;3.333333333333;3;55;8721,44
06e5eefc71ec47ae763c5c6f8db7064f;RS;2.150537634408;3;90;24027,41
091065b789659bc3cd9af9cb3a6253ff;RS;0.000000000000;3;2;1444,37
0b64bcdb0784abc139af04077d49a20e;RS;0.000000000000;4;4;205,81
0d83f8e03188682112cc0d93523705cc;RS;50.000000000000;2;4;820,57
0ff83046c3fa22efee8ecf291888b191;RS;0.000000000000;4;10;1023,38
12b9676b00f60f3b700e83af21824c0e;RS;2.222222222222;4;134;30299,97
13074f016982ff2bd6c58ced8682f000;RS;26.666666666666;3;14;3111,7
13511db12ac61e2f89c53b72a944a60b;RS;16.666666666666;3;6;1063,97
14f2b3587172b9db894c9bad8dab520b;RS;0.000000000000;2;2;330,06
1f7fd2a6fcd5a6fa5d8a4dabc72aaae0;RS;0.000000000000;5;3;632,68
236585a4ddb5fea9fa40233e2249ed91;RS;9.090909090909;4;11;837,67
28872dc528e978a639754bc8c2ce5a4c;RS;0.000000000000;5;1;1038,9
29c322e3f09f886f8bacbe91dfbd979e;RS;0.000000000000;5;1;105,57
2aafae69bf4c41fbd94053d9413e87ee;RS;0.000000000000;4;2;123,87
2c2c9832d1bb38c5b0034a3b47d313ee;RS;0.000000000000;3;1;68,35
2ec6e37d992a95eaddb3369dcbcc76d9;RS;0.000000000000;1;2;183,94
30829ded4523ab9224b93bc49a62c95f;RS;3.225806451612;3;18;7549,71
32f83ffe11cd40f7adcf4eef171f52d9;RS;0.000000000000;5;1;45,09
33a17d60c64393351ebf1ef860f4e0f2;RS;2.127659574468;4;43;9431,86
33cbbec1e7e1044aaf11d152172c776f;RS;0.000000000000;4;15;1129,5
33fd411ed63a7c2f9005e3f065d9f85d;RS;0.000000000000;4;1;43,13
34f563c82a85b99ae9e6d60db5fc2e28;RS;0.000000000000;4;8;2578,5
353e21e8bf8de2722b4fae1636664b76;RS;0.000000000000;2;4;299,89
35b96509602ec4b7da831b5cd73ff2c2;RS;0.000000000000;4;2;606,45
3985a3c45be355a4c57fde108bfabd1c;RS;0.000000000000;4;7;516,2
3fadb4cba4c35bce6a7eaf9872d5623a;RS;0.000000000000;3;3;277,52
417a1e6c7321084d2a0ae0d023cfad93;RS;0.000000000000;5;1;61,38
42fa4ee7240e9b8eb4576358ec142ba7;RS;0.000000000000;4;21;4152,74
4391ea5c5990502176a1dcda44a2373d;RS;0.000000000000;4;3;2484,3
44717f64ec2a457979cf83c429077666;RS;0.000000000000;5;2;170,91
447d377bdb757058acb569025ee18a93;RS;0.000000000000;5;1;83,01
44ed138eca6214d572ce1d813fb0049b;RS;0.000000000000;4;2;185,8
458d868c9642f55f18f04e951a3fdde6;RS;0.000000000000;5;2;2822,75
48328ec9a579151d9cc6a86d4a59336c;RS;0.000000000000;2;1;1196,78
48985c61529077fa4f1e38bcff0f2ed3;RS;0.000000000000;4;7;1027,37
48e954b2da4f6a750c844173b347ed40;RS;0.000000000000;4;2;556,81
499185655c29ecfdbfe776ef7cf875b5;RS;0.000000000000;4;1;106,33
4dab98ca6cd6d3df586203cefd28a042;RS;0.000000000000;5;1;173,23
4e92348462c75b6c842b994ce84a0ed4;RS;0.000000000000;5;1;85,49
4fae87d32467e18eb46e4a76a0a0b9ce;RS;0.000000000000;5;1;120,8
51e4e89242cbb846c2deff3dc015650e;RS;0.000000000000;4;16;1175,75
52d76513f0c4d97f3b99570e2c94ee31;RS;4.000000000000;3;18;8584,53
53088c75f948b48a7ece173ac17f0c12;RS;0.000000000000;5;3;316,23
577719699805dd125d5b6fdde5943bba;RS;12.500000000000;4;8;1287,36
57a834594e1e9e9219603bfec184eadc;RS;0.000000000000;5;1;166,05
586a871d4f1221763fddb6ceefdeb95e;RS;100.000000000000;1;1;239,48
5882820ef11c4c068eea0677a7a879b4;RS;7.692307692307;4;13;10608,02
5a05a16bb50629ee31afab8a6d4c2674;RS;6.666666666666;4;14;1075,48
5e9f5bd34e0830569f05c9d4f56e04a8;RS;0.000000000000;4;2;274,86
5f7300535881cef3b625fd683cf7d145;RS;0.000000000000;4;10;836,83
612170e34b97004b3ba37eae81836b4c;RS;1.818181818181;4;107;25372,08
6338ea67c41078a46ad99cc009654956;RS;0.000000000000;4;35;3024,99
651fe66032c9520ee5587f694908040d;RS;0.000000000000;4;7;592,73
657969cca82e884d272385ec0ef06edd;RS;0.000000000000;4;3;191,56
66fd84ee7528c0c0de85d0f44a73d5ab;RS;4.761904761904;2;11;1891,3
6b1c4d4d9ccf0be3d8544eb0e71e5318;RS;0.000000000000;5;1;1759,04
6ba4733aa33f6386e9fb0c0fd3993b38;RS;0.000000000000;4;3;209,88
6c6cc59a5c00cacc5054ca06d65cc282;RS;0.000000000000;5;1;1255,71
6e4f5ff6b086632ba8dcb558fb10249e;RS;0.000000000000;3;5;1053,25
71271995e85f5b8530be99ed54a91b89;RS;12.500000000000;2;8;896,83
75a4764c108403a7a0575140cb22287c;RS;0.000000000000;4;5;927,05
77dcbb67ccb3659bd58eaf5661560a30;RS;0.000000000000;1;2;1082,56
78813699ffac347fe27dba345a5f1551;RS;0.000000000000;5;1;200,54
78ef7e885d17f35e2382a47aae8b8cce;RS;0.000000000000;4;3;453,44
82cb9f452fe8334df74b22d37824b431;RS;0.000000000000;4;14;1155,26
8476243f92442881ddd5b578975cf115;RS;8.333333333333;4;12;8113,03
86bf77bdb52e615674772d5817c6212f;RS;0.000000000000;4;4;379,38
87142160b41353c4e5fca2360caf6f92;RS;5.571847507331;4;304;38639,32
8bd0e3abda539b9479c4b44a691be1ec;RS;28.571428571428;1;7;911,66
8c91bfea4263b8fba54081460693e2a1;RS;0.000000000000;5;1;609,24
8e4f041ff58e7845456d3482524014b3;RS;50.000000000000;3;2;182,39
901b460cdce0c64e471230d7f2f9f3a3;RS;0.000000000000;4;5;2012,56
94144541854e298c2d976cb893b81343;RS;2.631578947368;4;67;18279,94
968ee78631915a63fef426d6733d7422;RS;0.000000000000;3;2;521,67
9c3c24eca51c52b91c1de727d2a2ae06;RS;0.000000000000;4;5;359,52
9df5750209b83567ec144eb299d7d634;RS;10.000000000000;3;10;4564,74
a09a13f18ed27932d08438aa6f12756e;RS;0.000000000000;3;1;46,01
a23266650e7c84bb93fbbba502137478;RS;0.000000000000;3;11;1791,44
a35ef466c6fd6d052f5d241240d3c5e2;RS;0.000000000000;4;3;649,55
a44fb5a447105f8469bdf16bf9159f25;RS;26.315789473684;4;19;4292,71
a72c2f59332659e361d647515c698798;RS;0.000000000000;4;5;933,93
ab9db4cf53b08b828b64dccaafc2d9f0;RS;0.000000000000;4;5;403,43
ac3508719a1d8f5b7614b798f70af136;RS;2.941176470588;4;101;15469,49
acf974e4d5950ad143a247471b831eb9;RS;0.000000000000;4;4;638,74
ad738d3fcf42655ed15c4960b7b6c601;RS;0.000000000000;1;1;80,89
b01c2b7b8599b325103ebcddc67413e1;RS;0.000000000000;4;4;242,12
b16d3dadc47d4eb18be3d88bad0775ce;RS;9.090909090909;4;10;900,54
b1a81260566c1bac3114a6d124413f27;RS;1.851851851851;4;51;10250,2
b1ac6ea7895bc3dd6f0f6f4abbdd2821;RS;0.000000000000;4;40;3964,33
b274baf5bbd142410eb2958cf685d684;RS;0.000000000000;4;7;734,57
b32be1695eb7ec5f10f72d9610a12527;RS;4.444444444444;4;44;29501,53
b4f8921fcc4ff77b66bea6dda43dcd51;RS;5.000000000000;4;18;12863,41
b57e8460909fa137df7951b4a3b5ea84;RS;0.000000000000;2;1;282,14
b5bb2b985208834bd5bd86c7a402bbad;RS;0.000000000000;5;2;659,72
c353f8fc0ce8344999f17d578eb69a5e;RS;0.000000000000;5;2;212,57
c5ebe6598748b0aeaa61cfb820478b92;RS;0.000000000000;4;3;337,17
c6381d2d013342748761e906d45aff76;RS;0.000000000000;3;15;2614,26
c64a2aec32cc408a8a4c6d7c46017f91;RS;0.000000000000;3;9;3628,17
c679fb69a36e1d8349e8c50a217b4d58;RS;18.750000000000;3;13;2156,73
c8025364abeecb115431bf95c11a747f;RS;50.000000000000;4;2;971,28
c97aa4ee7420f937da13b7f9e2228b99;RS;0.000000000000;1;1;36,56
c9e5ad1f6647f5dbd1172adf6ae3cada;RS;0.000000000000;4;4;319,98
d17f467e4bf608a510c20d82f4ba3b6b;RS;16.666666666666;4;12;3556,55
d1c7fa84e48cfa21a0e595167c1c500e;RS;0.000000000000;4;12;1477,38
d98eec89afa3380e14463da2aabaea72;RS;1.639344262295;4;167;10229,79
da20530872245d6cd9d2f5725613c430;RS;0.000000000000;4;2;394,22
dc317f341ab0e22f39acbd9dbf9b4a1f;RS;5.172413793103;4;55;22570,13
dcf3755cefcdc158ad0b7bdde51e871b;RS;0.000000000000;4;2;226,44
dd88d13bea9e4c2bf47daf224f8141e5;RS;0.000000000000;5;1;487,38
df683dfda87bf71ac3fc63063fba369d;RS;100.000000000000;1;1;55,95
e0b162a693bc7f9eab00f783a31d60ea;RS;0.000000000000;5;1;49,69
e603cf3fec55f8697c9059638d6c8eb5;RS;0.000000000000;4;8;482,47
f0837c8d71434931d9e38e7b79234797;RS;4.166666666666;4;22;5240,77
f08a5b9dd6767129688d001acafc21e5;RS;22.222222222222;3;11;14565,74
f1ed6bd0a9b11b581f16c851c6a5a527;RS;5.263157894736;4;17;2077,97
f205b1a3ca9a34e0f8a228bae6e4c7b3;RS;0.000000000000;4;8;1484,9
f356c348fbc8df6a882823e21f5ce8b7;RS;0.000000000000;2;2;225,65
f524ad65d7e0f1daab730ef2d2e86196;RS;100.000000000000;1;1;609,5
f7df46c1e0ec44eed5c6726478da4a17;RS;0.000000000000;1;3;487,44
fa8d335d68129e464e60c1826a683e96;RS;0.000000000000;4;1;174,68
fb503a924a0b9db19d83dd0ac6dbef8c;RS;0.000000000000;5;1;31,82
034b9387752bfa309f350a70cd45ffa3;SC;0.000000000000;4;8;240,26
0417b067eeab773d2f7061a726dc477f;SC;30.769230769230;3;13;2501,75
04308b1ee57b6625f47df1d56f00eedf;SC;11.702127659574;3;94;63184,99
052577151711aec5c744fe12e66db3e1;SC;0.000000000000;2;4;2970,42
05730013efda596306417c3b09302475;SC;0.000000000000;5;4;1168,67
0b36063d5818f81ccb94b54adfaebbf5;SC;0.000000000000;5;1;783
0e982cff76cc0579f632cea8a0e38c9d;SC;0.000000000000;3;7;1480,31
0f94588695d71662beec8d883ffacf09;SC;0.000000000000;5;1;27,59
11938fcc75f6902fea1d0a6f72b54a57;SC;0.000000000000;3;2;737,14
